3b - Labour force participation rate for persons aged 15+  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Labour force participation rate for persons aged 15+  by sex,Developed regions,8,Albania,2016,Both sexes,57.49,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,8,Albania,2017,Both sexes,58.3,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,20,Andorra,2008,Both sexes,56.69,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Including armed forces and/or conscripts | Reference group coverage: Employees
Labour force participation rate for persons aged 15+  by sex,Developed regions,20,Andorra,2007,Both sexes,59.46,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Including armed forces and/or conscripts | Reference group coverage: Employees
Labour force participation rate for persons aged 15+  by sex,Developed regions,20,Andorra,2006,Both sexes,61.45,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Including armed forces and/or conscripts | Reference group coverage: Employees
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1999,Female,53.63,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1999,Male,72.24,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1999,Both sexes,62.76,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2003,Female,55.91,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2003,Male,71.54,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2003,Both sexes,63.59,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2008,Female,58.55,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2008,Male,72.62,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2008,Both sexes,65.48,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2000,Female,54.51,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2000,Male,72.09,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2000,Both sexes,63.14,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2005,Female,56.97,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2005,Male,72.09,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2005,Both sexes,64.4,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2007,Female,58.07,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2007,Male,72.51,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2007,Both sexes,65.18,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2009,Female,58.75,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2009,Male,72.3,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2009,Both sexes,65.43,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2010,Female,58.61,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2010,Male,72.36,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2010,Both sexes,65.39,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1996,Female,53.79,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1996,Male,73.58,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1996,Both sexes,63.52,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1998,Female,53.64,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1998,Male,72.7,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1998,Both sexes,63,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2001,Female,55.05,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2001,Male,71.86,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2001,Both sexes,63.3,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2004,Female,55.69,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2004,Male,71.51,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2004,Both sexes,63.46,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2006,Female,57.52,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2006,Male,72.24,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2006,Both sexes,64.76,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1995,Female,53.6,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1995,Male,73.81,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1995,Both sexes,63.54,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2011,Female,58.86,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2011,Male,72.17,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2011,Both sexes,65.42,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1997,Female,53.58,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1997,Male,73,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,1997,Both sexes,63.12,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2002,Female,55.24,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2002,Male,71.79,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2002,Both sexes,63.36,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2012,Female,58.77,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2012,Male,71.73,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2012,Both sexes,65.16,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2013,Female,58.69,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2013,Male,71.39,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2013,Both sexes,64.94,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2014,Female,58.67,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2014,Male,70.96,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2014,Both sexes,64.71,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2015,Female,59.13,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2015,Male,71.1,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2015,Both sexes,65.01,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2016,Female,59.35,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2016,Male,70.61,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2016,Both sexes,64.88,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2017,Female,59.85,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2017,Male,70.68,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,36,Australia,2017,Both sexes,65.17,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1999,Female,49.52,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1999,Male,69.38,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1999,Both sexes,58.99,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2003,Female,50.8,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2003,Male,68.24,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2003,Both sexes,59.15,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2008,Female,53.39,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2008,Male,67.47,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2008,Both sexes,60.17,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2000,Female,49.42,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2000,Male,68.9,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2000,Both sexes,58.71,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2005,Female,51.3,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2005,Male,66.4,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2005,Both sexes,58.56,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2007,Female,52.85,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2007,Male,67.57,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2007,Both sexes,59.94,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2009,Female,54.05,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2009,Male,67.32,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2009,Both sexes,60.45,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2010,Female,54.16,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2010,Male,67.1,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2010,Both sexes,60.4,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1996,Female,48.82,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1996,Male,69.81,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1996,Both sexes,58.83,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1998,Female,49.34,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1998,Male,69.28,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1998,Both sexes,58.85,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2001,Female,49.37,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2001,Male,67.93,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2001,Both sexes,58.24,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2004,Female,50.02,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2004,Male,65.13,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2004,Both sexes,57.26,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2006,Female,51.99,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2006,Male,66.74,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2006,Both sexes,59.08,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1995,Female,49.38,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1995,Male,70.47,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1995,Both sexes,59.43,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2011,Female,54.51,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2011,Male,66.9,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2011,Both sexes,60.49,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1997,Female,48.72,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1997,Male,69.1,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,1997,Both sexes,58.44,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2002,Female,50.66,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2002,Male,68.11,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2002,Both sexes,58.96,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2012,Female,55,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2012,Male,66.93,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2012,Both sexes,60.76,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2013,Female,55.29,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2013,Male,66.93,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2013,Both sexes,60.92,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2014,Female,55.31,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2014,Male,66.43,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2014,Both sexes,60.69,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2015,Female,55.36,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2015,Male,66.4,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2015,Both sexes,60.72,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2016,Female,55.91,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2016,Male,66.78,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2016,Both sexes,61.21,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2017,Female,55.91,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2017,Male,66.81,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,40,Austria,2017,Both sexes,61.22,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1999,Female,43.17,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1999,Male,61.23,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1999,Both sexes,51.91,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2003,Female,42.95,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2003,Male,60.28,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2003,Both sexes,51.35,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2008,Female,46.91,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2008,Male,60.85,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2008,Both sexes,53.68,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2000,Female,43.65,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2000,Male,61.51,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2000,Both sexes,52.29,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2005,Female,45.69,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2005,Male,61.38,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2005,Both sexes,53.3,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2007,Female,46.53,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2007,Male,61.09,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2007,Both sexes,53.59,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2009,Female,46.95,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2009,Male,60.38,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2009,Both sexes,53.47,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2010,Female,47.71,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2010,Male,60.79,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
